,BGD,2020-04-16,341,10,,371,8,,379,8,,Bangladesh,0
,BGD,2020-04-17,266,15,,299,16,,308,16,,Bangladesh,0
,BGD,2020-04-18,306,9,,311,12,,290,12,,Bangladesh,0
,BGD,2020-04-19,312,7,,303,8,,308,8,,Bangladesh,0
,BGD,2020-04-20,492,10,,405,9,,417,8,,Bangladesh,0
,BGD,2020-04-21,434,9,,422,8,,437,9,,Bangladesh,0
,BGD,2020-04-22,390,10,,416,9,,417,9,,Bangladesh,0
,BGD,2020-04-20,434,9,,144,3,,241,5,,Bangladesh,0
,BGD,2020-04-23,414,7,,416,9,,404,9,,Bangladesh,0
,BGD,2020-04-24,503,4,,450,5,,464,5,,Bangladesh,0
,BGD,2020-04-25,309,9,,441,7,,439,7,,Bangladesh,0
,BGD,2020-04-26,418,5,,428,6,,372,7,,Bangladesh,0
,BGD,2020-04-27,497,7,,409,7,,456,6,,Bangladesh,0
,BGD,2020-04-28,549,3,,487,5,,521,5,,Bangladesh,0
,BGD,2020-04-29,641,8,,573,6,,599,6,,Bangladesh,0
,BGD,2020-04-30,564,5,,597,5,,606,6,,Bangladesh,0
121269,BGD,2020-05-01,571,2,,593,3,,579,3,,Bangladesh,0
121269,BGD,2020-05-02,552,5,,565,4,,565,3,,Bangladesh,0
121269,BGD,2020-05-03,665,2,,614,3,,618,3,,Bangladesh,0
121269,BGD,2020-05-04,688,5,,624,4,,669,3,,Bangladesh,0
121269,BGD,2020-05-05,786,1,,729,3,,743,3,,Bangladesh,0
121269,BGD,2020-05-06,790,3,,742,3,,780,2,,Bangladesh,0
121269,BGD,2020-05-07,706,13,,774,7,,768,8,,Bangladesh,0
121269,BGD,2020-05-08,709,7,,735,8,,721,9,,Bangladesh,0
121269,BGD,2020-05-09,636,8,,695,9,,690,8,,Bangladesh,0
121269,BGD,2020-05-10,887,14,,785,10,,786,11,,Bangladesh,0
121269,BGD,2020-05-11,1034,11,,848,11,,954,12,,Bangladesh,0
121269,BGD,2020-05-12,969,11,,974,12,,993,11,,Bangladesh,0
121269,BGD,2020-05-13,1162,19,,1108,14,,1172,14,,Bangladesh,0
121269,BGD,2020-05-14,1041,14,,1233,16,,1313,16,,Bangladesh,0
121269,BGD,2020-05-15,1202,15,,1285,16,,1365,16,,Bangladesh,0
121269,BGD,2020-05-16,930,16,,1243,17,,1316,17,,Bangladesh,0
121269,BGD,2020-05-17,1273,14,,1318,18,,1394,18,,Bangladesh,0
121269,BGD,2020-05-18,1602,21,,1434,19,,1520,19,,Bangladesh,0
121269,BGD,2020-05-19,1251,21,,1467,20,,1547,20,,Bangladesh,0
121269,BGD,2020-05-20,1617,16,,1582,21,,1677,21,,Bangladesh,0
121269,BGD,2020-05-21,1773,22,,1798,22,,1912,22,,Bangladesh,0
121269,BGD,2020-05-22,1694,24,,1876,24,,1992,24,,Bangladesh,0
121269,BGD,2020-05-23,1873,20,,1942,24,,2055,24,,Bangladesh,0
121269,BGD,2020-05-25,1975,21,,2079,27,,2195,27,,Bangladesh,0
121269,BGD,2020-05-26,1166,21,,1907,26,,2000,26,,Bangladesh,0
121269,BGD,2020-05-27,1541,22,,1856,25,,1947,25,,Bangladesh,0
121269,BGD,2020-05-28,2029,15,,1879,24,,1965,24,,Bangladesh,0
121269,BGD,2020-05-29,2523,23,,2124,23,,2227,23,,Bangladesh,0
121269,BGD,2020-05-30,1764,28,,2058,24,,2152,24,,Bangladesh,0
121269,BGD,2020-05-31,2545,40,,2414,29,,2537,29,,Bangladesh,0
121269,BGD,2020-06-01,2381,22,,2601,29,,2732,29,,Bangladesh,0
121269,BGD,2020-06-02,2911,37,,2825,34,,2975,34,,Bangladesh,0
121269,BGD,2020-06-03,2695,37,,2857,38,,3002,38,,Bangladesh,0
121269,BGD,2020-06-04,2423,35,,3009,39,,3165,39,,Bangladesh,0
121269,BGD,2020-06-05,2828,30,,3060,37,,3211,37,,Bangladesh,0
121269,BGD,2020-06-06,2635,35,,3113,40,,3267,40,,Bangladesh,0
121269,BGD,2020-06-07,2743,42,,3045,40,,3185,40,,Bangladesh,0
121269,BGD,2020-06-08,2735,42,,3032,41,,3163,41,,Bangladesh,0
121269,BGD,2020-06-09,3171,45,,3201,43,,3343,43,,Bangladesh,0
121269,BGD,2020-06-10,3190,37,,3285,45,,3427,45,,Bangladesh,0
121269,BGD,2020-06-10,3190,37,,3285,45,,3427,45,,Bangladesh,0
121269,BGD,2020-06-11,3187,37,,3400,46,,3543,46,,Bangladesh,0
121269,BGD,2020-06-12,3471,46,,3583,47,,3737,47,,Bangladesh,0
121269,BGD,2020-06-13,2856,44,,3599,47,,3751,47,,Bangladesh,0
121269,BGD,2020-06-13,2856,44,,3599,47,,3751,49,,Bangladesh,0
121269,BGD,2020-06-14,3141,32,,3562,44,,3703,45,,Bangladesh,0
121269,BGD,2020-06-15,3099,38,,3556,44,,3697,46,,Bangladesh,0
121269,BGD,2020-06-16,3862,53,,2862,37,,2842,37,,Bangladesh,0
121269,BGD,2020-06-17,4008,43,,3114,38,,3085,38,,Bangladesh,0
121269,BGD,2020-06-18,3803,38,,3443,38,,3407,39,,Bangladesh,0
121269,BGD,2020-06-19,3243,45,,3532,42,,3476,41,,Bangladesh,0
121269,BGD,2020-06-20,3240,37,,3746,44,,3679,43,,Bangladesh,0
121269,BGD,2020-06-21,3531,39,,3660,42,,3667,43,,Bangladesh,0
121269,BGD,2020-06-22,3480,38,,3799,44,,3803,44,,Bangladesh,0
121269,BGD,2020-06-23,3412,43,,3980,46,,3981,47,,Bangladesh,0
