Country,Date,One_day,Two_day
SA,4/19/2020,22.334558823529417,22.97794117647059
SA,4/20/2020,12.728857890148213,16.303400174367916
SA,4/21/2020,66.69572798605057,9.415867480383607
SA,4/22/2020,1.9281332164767748,44.171779141104295
SA,4/23/2020,1.8134715025906736,2.0725388601036268
SA,4/24/2020,1.7918088737201363,2.815699658703072
SA,4/25/2020,3.341687552213868,3.842940685045948
SA,4/26/2020,3.679476696647588,4.82420278004906
SA,4/27/2020,6.982156710628394,8.068269976726143
SA,4/28/2020,1.5797788309636651,4.423380726698261
SA,4/29/2020,4.679245283018868,4.981132075471698
SA,4/30/2020,3.5529237601776464,6.14359733530718
SA,5/1/2020,2.455357142857143,3.199404761904762
SA,5/2/2020,1.5418502202643172,1.9823788546255507
SA,5/3/2020,12.693298969072163,13.466494845360826
SA,5/4/2020,11.610942249240125,17.689969604863222
SA,5/5/2020,5.2037617554858935,7.711598746081504
SA,5/6/2020,4.860699466508595,5.6905749851807945
SA,5/7/2020,7.58505298382599,9.871723368655884
SA,5/8/2020,0.058788947677836566,2.9394473838918285
SA,5/9/2020,2.2300469483568075,2.2300469483568075
SA,5/10/2020,9.361924686192467,8.368200836820082
SA,5/11/2020,7.782299084435402,12.614445574771107
SA,5/12/2020,3.558346415489273,4.447933019361591
SA,5/13/2020,1.7322834645669292,1.1548556430446195
SA,5/14/2020,8.582638548307994,4.708190289357528
SA,5/15/2020,14.911140008669268,18.812310359774603
SA,5/17/2020,17.580409356725145,27.521929824561404
SA,5/18/2020,4.396451986116468,13.22792132664867
SA,5/19/2020,1.9131127939418096,0.6377042646472698
SA,5/20/2020,3.5674470457079157,4.3478260869565215
SA,5/21/2020,8.451816745655607,2.448657187993681
SA,5/22/2020,0.0757002271006813,4.882664647993943
SA,5/23/2020,5.773955773955773,8.394758394758394
SA,5/25/2020,15.257270693512304,14.854586129753914
SA,5/27/2020,25.0137741046832,35.096418732782375
SA,5/28/2020,25.304136253041364,36.92214111922141
SA,5/29/2020,13.092979127134724,28.90575585072739
SA,5/30/2020,0.18541409147095175,7.4783683559950545
SA,5/31/2020,17.581246670218437,16.62226957911561
SA,6/1/2020,20.94630515683147,20.680489101541735
SA,6/2/2020,15.944355270197967,24.077046548956666
SA,6/3/2020,21.649009672961764,30.446798710271764
SA,6/4/2020,7.189873417721518,15.69620253164557
SA,6/7/2020,12.512315270935959,24.597701149425287
SA,6/9/2020,2.0985401459854014,3.497566909975669
SA,6/11/2020,5.759442807393517,3.134208411465309
SA,6/12/2020,2.7033919918388167,6.579954093343535
SA,6/15/2020,0.5103172842245396,0.17750166407810072
SA,6/16/2020,6.233887977501758,10.546051089758613
SA,6/18/2020,3.7208324574311535,3.1742694975825096
SA,6/22/2020,50.36840554081933,53.22723253757737
SA,6/23/2020,50.748646065626,66.64542848040777
SA,6/24/2020,36.439321165545955,54.40281780339417
SA,6/25/2020,18.920521945432977,28.02491103202847
SA,6/27/2020,9.727527374586199,8.78533231474408
SA,6/28/2020,9.024818250188018,11.657056906492855
SA,6/29/2020,5.959928988080143,8.648237382703526
SA,7/2/2020,21.637599763523504,18.326928761454326
SA,7/4/2020,0.14534883720930233,3.4156976744186047
SA,7/9/2020,14.954445491674518,20.672321709079483
SA,7/10/2020,14.75150364039253,14.941437163659383
SA,7/11/2020,22.411489645958586,19.906479625918504
SA,7/12/2020,26.70025188916877,31.34220942785175
SA,7/13/2020,18.61851332398317,22.79102384291725
SA,7/14/2020,22.02823179791976,25.0
SA,7/16/2020,97.28654124457307,1.121562952243126
SA,7/17/2020,2.3727516264829696,97.12973593570608
SA,7/18/2020,3.313840155945419,2.4951267056530213
SA,7/19/2020,2.8354632587859423,3.194888178913738
SA,7/20/2020,2.0172910662824206,2.5113215314944424
SA,7/21/2020,9.087237479806141,6.7447495961227775
SA,7/22/2020,4.976404976404977,7.25010725010725
SA,7/23/2020,0.8489722966934763,5.272564789991064
SA,7/24/2020,7.695542472666106,9.966358284272498
SA,7/25/2020,0.8632439800090868,3.452975920036347
SA,7/26/2020,13.211382113821138,9.705284552845526
SA,7/27/2020,8.981435022579024,9.031610637230306
SA,7/28/2020,11.966262519768055,11.597258829731155
SA,7/29/2020,17.225696418419552,17.794201250710632
SA,7/30/2020,19.643953345610804,24.186617556783304
SA,7/31/2020,9.37129300118624,13.463819691577699
SA,8/1/2020,6.802288620470439,15.003178639542275
SA,8/2/2020,18.717759764185704,20.781134856300664
SA,8/3/2020,19.23688394276629,24.72178060413355
SA,8/4/2020,4.842259721203228,6.823184152604549
SA,8/5/2020,1.3888888888888888,1.2426900584795322
SA,8/6/2020,3.2810271041369474,3.9942938659058487
SA,8/7/2020,14.741544352265475,15.762603701340142
SA,8/8/2020,8.032675289312456,11.232130701157251
SA,8/9/2020,5.1120448179271705,7.633053221288517
SA,8/10/2020,7.239459029435163,6.205250596658711
SA,8/11/2020,11.702827087442472,12.623274161735699
SA,8/12/2020,11.982154238368388,15.423836838750795
SA,8/13/2020,6.207827260458839,7.6923076923076925
