country_code, maaeone, lapefodp, mapeone, maaetwo, lapeftdp, mapetwo
AL,52.26254309747279,5.194805194805195,-29.35310306841329,64.87370562506034,1.948051948051948,-42.940246362623405
DZ,13.424265364784151,13.114754098360656,-0.5950571024827107,17.856329458971977,15.163934426229508,-3.2778047250072238
AM,39.2363203558947,28.38427947598253,-20.255511220349444,39.85214772391584,31.4410480349345,-20.058765092107315
AZ,17.588077742616996,12.087912087912088,-3.920009995768027,19.810418300081444,9.89010989010989,-5.540531369904394
BH,33.679520736182695,4.329004329004329,-12.178808853029286,87.87365368079136,11.255411255411255,-63.423592392578364
BD,12.811210992896765,13.068398930072602,-3.8724203926901186,15.114032693648209,7.527703477264043,-3.003395898976008
BY,10.827912665811375,28.71287128712871,-1.9461011138364344,12.3275030684896,19.801980198019802,-2.818992298687607
BE,32.38703200613845,21.50735294117647,-9.003670396158912,38.08448502184153,14.88970588235294,-13.41836052286519
BO,31.35477919525529,9.438040345821326,-8.807549816676726,27.599518009800033,6.988472622478387,-8.886405604485345
BA,49.72994999026567,12.556053811659194,-12.340535381930614,45.20430877965887,24.663677130044842,-10.336917466722259
BR,35.03547995279069,26.617962756485998,-10.449763799556242,39.625964601413166,44.72050723070011,-13.444940061922269
BG,49.25200821151119,12.865497076023392,-22.065296002023892,53.954113395102105,12.865497076023392,-27.42217869808139
CA,38.43359504377551,38.78406708595388,-16.89716256667096,39.10892201966552,35.42976939203354,-19.37727662532027
CO,20.93708049447757,4.722665248981039,-83.60069798547522,29.87639018671466,0.8506113769271665,-65.92025304677738
CR,47.374150170343164,30.50373134328358,-19.04285941974786,51.69932279201052,32.08955223880597,-23.740241607636424
CZ,49.75575052601305,29.141104294478527,-18.4268601037761,64.73961611814768,29.754601226993866,-32.08817102525378
EG,18.365258254675126,7.586206896551724,-9.227860665819811,23.029207239161856,10.344827586206897,-10.50561745810689
ET,59.03420745018353,32.04419889502763,-26.4755535574227,93.7523021846669,36.46408839779006,-60.57241648980485
GT,41.575274739668075,32.38493723849372,-12.787959458176227,45.59444520837279,37.99163179916318,-12.8177978949039
HU,58.99259752379905,37.77777777777778,-17.229855044343783,69.41099699346698,35.55555555555556,-37.92705003981379
IN,11.475843408792395,0.16730438554366178,-33.64142908737646,51.0190692724898,2.6861648567843477,-33.71052815351184
ID,18.350640235189104,4.861773117254528,-2.51828889376581,18.04112369654032,3.3841754051477593,-2.908642209497459
CI,51.081208412735535,45.23809523809524,-27.02728871467443,62.01203159279314,61.904761904761905,-39.720519601831775
IR,9.463236269922392,9.37142857142857,-0.5085505069901778,12.149058187533544,11.58095238095238,-0.06386124626115919
IQ,37.14074258946235,6.534756573808904,-21.543618452713435,33.666793652065,7.47201249674564,-14.506304423141952
IL,37.9726551199867,10.712148414123279,-13.453555091853216,44.713828928597714,9.036505086774387,-18.676225433837118
IT,25.096119049564116,16.28352490421456,-2.453761781041297,26.38986592932722,23.18007662835249,-4.2556794105573355
JP,38.4512788210151,11.665257819103973,-5.012702201220996,39.890302763388014,18.59678782755706,-7.59120112435446
KE,35.236400153327686,8.461538461538462,-9.903907743106677,37.72147485552584,9.692307692307692,-11.330889168584454
KW,22.871354224322463,11.554921540656206,-3.217957285327395,23.7473644622035,17.4037089871612,-2.110996612767995
MK,44.83301193604883,17.857142857142858,-22.141473490885613,58.66215807322789,20.714285714285715,-35.59720057478082
MQ,67.15667668455842,66.90140845070422,67.15667668455842,46.22087723620496,46.478873239436616,46.22087723620496
MR,57.89352166269659,35.483870967741936,-35.85737654418729,80.55387885542966,32.25806451612903,-58.25715307617199
MX,25.712300629692646,20.7977207977208,-6.537439623602939,27.7809970594953,23.226156559489894,-5.893248554666347
MD,38.308311711803256,1.282051282051282,-13.73455737546942,42.646750336748255,6.153846153846154,-14.598556702704709
MA,46.224499823742384,15.79371474617244,-22.267813592990642,56.47354265239226,5.47945205479452,-27.600842802272474
NZ,63.282891971416575,76.92307692307693,34.75830180748214,63.51327035537562,100.0,-2.483647116951691
OM,29.050606012493578,13.36206896551724,-7.389643209630581,30.205159571248366,34.48275862068966,-6.724032714960158
PK,35.47352932084678,21.91235059760956,-6.5829522676844086,34.17119912764379,30.942895086321382,-6.412168618438474
PH,35.08952358958112,34.36589886153031,-12.84823427995436,38.83186767058135,61.768599417527135,-14.755540940846085
PL,22.980105999919633,3.945745992601726,-3.953124830678373,25.148328991581348,0.2466091245376079,-4.777257000243698
PT,35.272513580709074,40.61538461538461,-9.98371338085448,39.04319478773149,47.69230769230769,-11.392844821217224
QA,16.168875840902704,11.9533527696793,1.1395228931523664,17.764036205718646,14.868804664723031,3.653657566384939
RO,20.925253364548077,2.407152682255846,-2.842094272614401,21.67464298413347,1.3755158184319118,-3.682256932930149
RU,7.257702483041772,0.039864460833167234,0.6705724728817481,8.11013517324813,0.07972892166633447,0.42920687921726935
SA,13.295489141352666,6.207827260458839,-0.7516292346363636,16.043749562235202,7.6923076923076925,-0.7839732836703475
SN,31.651143070245002,2.6143790849673203,-9.244539987682941,36.55266113478828,11.11111111111111,-13.163932631159097
SI,39.10746344455996,50.0,3.6774104705938773,38.40546392155393,43.75,-2.1290939658313777
ZA,23.81871977904165,34.54130765331982,-6.111297183597405,25.493174180853302,37.60770400405474,-6.35646822908096
SD,37.416979638317684,62.19512195121951,12.32904314320163,38.62561549671429,53.65853658536586,9.458390878349569
TR,13.726844738351453,1.098901098901099,1.248380873598609,16.412706729697884,1.7751479289940828,-0.37302702946542005
UA,17.078868516316298,13.294797687861271,-2.8406536589159335,18.155507279151784,16.432700247729148,-3.7709701837790677
AE,14.628924865573802,22.137404580152673,0.2785040652021904,16.998488885126527,20.610687022900763,-0.052127842018233804
US,16.633790228741333,19.043753204580412,-1.8781574200099578,19.577907112669212,17.582464535976754,-3.4193518002318015
UZ,39.51275281147862,54.85327313769752,-19.72798695595689,39.196551240650315,51.91873589164786,-21.063467338588286
ZW,29.26887932463578,52.85714285714286,-77.87117378485351,20.87932535744122,98.57142857142858,-154.94803145160304
AR,62.06137882681658,39.503867698052815,-45.24980253695643,85.10602898261214,47.89277140570819,-67.19598801449291CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
AF,83.99699004042327,16.455696202531644,-65.06183509882833,92.07864433823904,20.253164556962027,-72.25955614859495
AL,52.26254309747279,5.194805194805195,-29.35310306841329,64.87370562506034,1.948051948051948,-42.940246362623405
DZ,13.424265364784151,13.114754098360656,-0.5950571024827107,17.856329458971977,15.163934426229508,-3.2778047250072238
AD,224.45836888648824,25.0,-150.4792728368678,270.3028585171442,0.0,-162.77915206486634
AO,84.74907969497343,18.867924528301888,-26.918125887007466,93.86375384429172,39.62264150943396,-39.58779296953248
AG,467.0833333333333,80.0,-328.75,1927.5,80.0,-1747.4999999999998
AR,62.06137882681658,39.503867698052815,-45.24980253695643,85.10602898261214,47.89277140570819,-67.19598801449291
AM,38.85051788675889,28.38427947598253,-20.641313689485248,39.527534356067704,31.4410480349345,-20.38337845995545
AW,66.66666666666667,66.66666666666666,66.66666666666666,45.023148148148145,44.79166666666667,45.02314814814816
AU,65.27675041433805,2.083333333333333,-32.533666624399984,79.50805466722679,22.65625,-49.03726148248865
AT,62.3918637779436,20.64516129032258,-32.96133280206115,57.7937074826989,32.25806451612903,-32.044389968302326
AZ,17.588077742616996,12.087912087912088,-3.920009995768027,19.810418300081444,9.89010989010989,-5.540531369904394
BS,81.4862873201831,9.433962264150944,-3.331994154348384,99.07659875226868,5.660377358490567,-1.7796626345778295
BH,33.679520736182695,4.329004329004329,-12.178808853029286,87.87365368079136,11.255411255411255,-63.423592392578364
BD,13.053597113057032,13.068398930072602,-3.8724203926901186,15.114032693648209,7.527703477264043,-3.003395898976008
BB,98.07692307692308,100.0,67.3076923076923,134.6153846153846,0.0,3.8461538461538463
BY,10.827912665811375,28.71287128712871,-1.9461011138364344,12.3275030684896,19.801980198019802,-2.818992298687607
BE,32.38703200613845,21.50735294117647,-9.003670396158912,38.08448502184153,14.88970588235294,-13.41836052286519
BZ,50.775193798449614,34.883720930232556,50.775193798449614,93.6046511627907,87.20930232558139,93.6046511627907
BJ,117.03195366207562,0.0,-49.058614786608935,139.1005020331466,61.53846153846154,-54.90738062079931
BT,93.08333333333334,100.0,48.083333333333336,84.64772727272728,93.33333333333333,33.39772727272727
BO,30.812978661364617,9.438040345821326,-9.44922994371747,29.94026287899396,6.988472622478387,-10.554053416400901
BA,49.596971266861416,12.556053811659194,-13.561521842278779,45.53443078531278,24.663677130044842,-11.239870896271434
BW,80.4054054054054,71.62162162162163,80.4054054054054,6861.0472972972975,27164.189189189186,-6721.047297297297
BR,35.37132045412926,26.617962756485998,-10.816675112116265,40.40287089339533,44.72050723070011,-13.471451054955901
BN,100.0,100.0,100.0,100.0,100.0,100.0
BG,49.62251247084291,12.865497076023392,-22.361308604500906,54.225578739037005,12.865497076023392,-27.91123944847531
BF,105.28638356712494,53.333333333333336,-40.32274341700203,136.19912228155275,40.0,-76.35132033138986
BI,33.333333333333336,0.0,33.33333333333333,100.0,100.0,100.0
KH,169.15563452248236,400.0,-71.67769881085098,195.20733600017488,500.0,-90.20933066649178
CM,167.32615784430453,77.77777777777779,-102.78117004023144,111.10684715260909,295.55555555555554,-48.312917491070976
CA,38.43359504377551,38.78406708595388,-16.89716256667096,39.10892201966552,35.42976939203354,-19.37727662532027
CV,83.8898286792401,32.87671232876712,-41.034644143752715,98.43261575586226,38.35616438356164,-58.63223716925808
KY,67.30774462708153,67.12328767123287,67.30774462708153,46.077787902286616,45.20547945205479,46.0777879022866
CF,125.48440978021019,71.42857142857143,-74.39392270874964,146.6302197396055,42.857142857142854,-101.85528332933893
TD,105.72585852427564,66.66666666666666,-12.378101726957144,97.01156838678793,100.0,-32.67199758273121
CL,36.19543159925523,0.3215434083601286,-20.228562305574307,60.14066770296548,0.5894962486602359,-41.181358852177226
CN,95.75303448535165,15.151515151515152,-51.39949128222834,90.310458663205,11.11111111111111,-47.404627550075766
CO,109.85483425677629,4.722665248981039,-83.60069798547522,92.87639018671466,0.8506113769271665,-65.92025304677738
CG,61.0526064928141,35.80246913580247,54.08290952311713,60.00746850684548,35.80246913580247,53.34080184017882
CD,71.89039829942254,25.49019607843137,-45.76598178761338,72.55151755512698,29.411764705882355,-45.196020789981525
CR,62.21387298012386,30.50373134328358,-34.41887190208641,56.819445866270854,32.08955223880597,-29.46175357089974
HR,72.45571201699855,56.666666666666664,-33.494068189073815,91.99464812416713,67.77777777777779,-51.66378692640142
CU,80.59955642013517,82.6086956521739,-37.4769516448079,90.8615983232321,117.3913043478261,-52.10161439870746
CY,56.30154277956476,7.142857142857142,16.148362626384607,58.072462336198605,28.57142857142857,-10.215440237418258
CZ,50.056948418759426,29.141104294478527,-18.762882871121228,65.33372188908433,29.754601226993866,-31.642433536476194
DK,193.29741502246958,17.964071856287426,-163.01611343606874,191.3914927773532,26.94610778443114,-163.16188638347532
DJ,179.28198690752023,30.0,-126.25614762716233,430.28398783984323,290.0,-383.4475251042746
DO,34.35565039523592,6.373626373626373,-10.914423666093835,36.36251544285288,8.131868131868131,-13.001548559207931
EC,87.6540827525977,7.785888077858881,-37.31594561180241,103.63206004285236,31.792376317923765,-54.32996437439055
EG,18.365258254675126,7.586206896551724,-9.227860665819811,23.029207239161856,10.344827586206897,-10.50561745810689
SV,20.204739310495093,36.10315186246418,-3.925560170534683,134.90601906910746,43.26647564469914,-117.59274949305888
GQ,99.21908522796085,100.0,22.265337221581262,88.42155206371444,100.0,34.625228107049885
ER,483.21309539161877,100.0,-369.09576241723914,1359.8306036293313,92.85714285714286,-1256.973592174864
EE,105.0294387433305,85.71428571428571,-35.407535629814085,109.33287934171574,100.0,-59.788302285723695
ET,59.03420745018353,32.04419889502763,-26.4755535574227,93.7523021846669,36.46408839779006,-60.57241648980485
FJ,100.0,100.0,100.0,96.66666666666667,100.0,96.66666666666667
FI,95.29730320071066,48.78048780487805,-54.681985256912625,112.66221181719897,29.268292682926827,-81.18881850946472
FR,2801.9623712440484,25912.5,-2751.056405371091,2873.3936048073415,23875.0,-2821.247715091642
GF,67.71289016809106,67.27272727272727,67.71289016809105,48.11539263864835,46.36363636363636,48.11539263864835
GA,105.74203097857932,38.028169014084504,-37.09586068876514,122.88608151789586,19.718309859154928,-58.02975540094663
GM,914.781393341616,89.87341772151899,-803.431293607231,74.55621651579996,151.8987341772152,15.69524069605791
GE,95.65376092438615,120.0,-47.09734311176464,128.66411073380138,100.0,-87.04594763980842
DE,70.27267434762119,18.07313642756681,-42.56604654063268,76.72018350859977,23.558368495077357,-47.272461803314265
GH,50.03039689811469,108.49673202614379,3.6799022514132598,52.33570065871186,96.07843137254902,3.559172532880951
GI,67.25254169698614,67.13286713286713,67.25254169698613,45.8806419917531,46.15384615384615,45.8806419917531
GR,84.91064055532506,0.49019607843137253,-47.71785659607634,116.00911940518961,5.392156862745098,-81.31197568065201
GL,72.72727272727273,72.72727272727273,72.72727272727273,45.45454545454545,45.45454545454545,45.45454545454545
GD,75.0,100.0,75.0,75.0,100.0,75.0
GP,67.06036972788837,67.70833333333334,67.06036972788837,45.41374986671916,46.875,45.41374986671916
GT,41.575274739668075,32.38493723849372,-12.787959458176227,45.59444520837279,37.99163179916318,-12.8177978949039
GN,41.33976795496131,3.6585365853658534,-4.037018540049395,1897.1639967358246,9.75609756097561,-1856.700633242075
GW,76.83566433566433,26.923076923076923,67.86130536130536,72.65151515151514,50.0,55.98484848484849
GY,107.05964902182934,125.0,-35.13213180008845,129.83131642685694,162.5,-61.74402603889647
HT,58.11757860997921,28.947368421052634,-7.906799526703781,1316.9753153640995,55.26315789473685,-1268.881540543212
VA,100.0,100.0,100.0,100.0,100.0,100.0
HN,40.67845318411911,47.79220779220779,-13.519021238038997,47.58148234168283,58.18181818181818,-22.23422508198844
HU,440.54081494613985,37.77777777777778,-398.3877664622037,181.30580381895106,35.55555555555556,-149.52761437040394
IS,56.92076580136282,50.0,17.86830085337548,84.27386046789032,100.0,-17.110128677292856
IN,48.24558819548369,0.16730438554366178,-34.19396014219582,49.684853073156965,2.6861648567843477,-34.28496911603592
ID,18.350640235189104,4.861773117254528,-2.51828889376581,18.04112369654032,3.3841754051477593,-2.908642209497459
CI,51.081208412735535,45.23809523809524,-27.02728871467443,62.01203159279314,61.904761904761905,-39.720519601831775
IR,9.463236269922392,9.37142857142857,-0.5085505069901778,12.149058187533544,11.58095238095238,-0.06386124626115919
IQ,37.14074258946235,6.534756573808904,-21.543618452713435,33.666793652065,7.47201249674564,-14.506304423141952
IE,75.7931216436097,0.0,-46.37575777937016,78.98473651454432,9.89010989010989,-53.49966988293592
IL,37.9726551199867,10.712148414123279,-13.453555091853216,44.713828928597714,9.036505086774387,-18.676225433837118
