Country,Date,One_day,Two_day
SR,5/27/2020,100.0,100.0
SR,5/30/2020,100.0,100.0
SR,5/31/2020,88.8888888888889,100.0
SR,6/1/2020,47.61904761904761,90.4761904761905
SR,6/2/2020,230.0,100.0
SR,6/3/2020,125.0,225.0
SR,6/4/2020,787.5,1050.0
SR,6/5/2020,750.0,1800.0
SR,6/6/2020,310.0,1220.0
SR,6/7/2020,13.636363636363635,186.3636363636364
SR,6/8/2020,283.3333333333333,316.6666666666667
SR,6/9/2020,66.66666666666667,222.22222222222226
SR,6/10/2020,114.28571428571428,142.85714285714286
SR,6/11/2020,41.66666666666666,29.16666666666667
SR,6/12/2020,5.2631578947368425,15.789473684210524
SR,6/13/2020,77.77777777777777,144.44444444444446
SR,6/14/2020,41.66666666666666,58.33333333333334
SR,6/15/2020,14.285714285714285,9.523809523809524
SR,6/16/2020,142.85714285714286,185.7142857142857
SR,6/17/2020,52.0,20.0
SR,6/18/2020,6.25,6.25
SR,6/19/2020,6.25,6.25
SR,6/20/2020,70.0,70.0
SR,6/21/2020,36.36363636363637,72.72727272727273
SR,6/22/2020,160.0,260.0
SR,6/25/2020,12.5,37.5
SR,6/26/2020,25.0,0.0
SR,6/29/2020,181.8181818181818,181.8181818181818
SR,6/30/2020,114.28571428571428,150.0
SR,7/1/2020,55.0,65.0
SR,7/2/2020,183.33333333333331,191.66666666666663
SR,7/3/2020,107.14285714285714,178.5714285714286
SR,7/4/2020,600.0,675.0
SR,7/5/2020,17.24137931034483,0.0
SR,7/6/2020,20.0,40.0
SR,7/7/2020,30.0,20.0
SR,7/8/2020,64.51612903225806,48.387096774193544
SR,7/9/2020,51.72413793103448,55.17241379310346
SR,7/10/2020,50.0,56.25
SR,7/11/2020,26.66666666666667,13.333333333333336
SR,7/13/2020,51.282051282051285,46.153846153846146
SR,7/14/2020,4.761904761904762,4.761904761904762
SR,7/15/2020,33.333333333333336,33.333333333333336
SR,7/18/2020,31.03448275862069,29.310344827586214
SR,7/20/2020,0.0,2.0
SR,7/21/2020,13.461538461538463,0.0
SR,7/22/2020,26.66666666666667,40.0
SR,7/23/2020,3.4482758620689653,6.896551724137932
SR,7/24/2020,12.676056338028172,9.859154929577462
SR,7/25/2020,19.736842105263158,10.526315789473683
SR,7/26/2020,15.517241379310345,13.79310344827586
SR,7/27/2020,50.0,63.63636363636363
SR,7/28/2020,151.85185185185185,159.2592592592593
SR,8/2/2020,31.460674157303373,35.95505617977528
SR,8/5/2020,5.797101449275362,1.4492753623188406
SR,8/6/2020,71.73913043478261,63.04347826086956
SR,8/8/2020,22.33009708737864,38.83495145631068
SR,8/9/2020,9.411764705882351,3.5294117647058822
SR,8/10/2020,11.224489795918366,0.0
SR,8/12/2020,3.191489361702128,1.0638297872340423
SR,8/13/2020,10.185185185185183,7.407407407407407
