Country,Date,One_day,Two_day
JM,4/21/2020,100.0,100.0
JM,4/24/2020,100.0,100.0
JM,4/30/2020,100.0,100.0
JM,5/3/2020,100.0,100.0
JM,6/3/2020,100.0,100.0
JM,8/9/2020,100.0,0.0
